mergeID,isConfliting,existsCommonSlices,totalCommonSlices,leftComponents,rightComponents
c1c288ffaa4c5cb6df026e3ba35c41085977d487,0,1,1,[CreateComment@ GistFiles@ EditIssue@ EditIssuesFilter@ sModule@ Login@ Content@ Gist@ AccountData@ ProgressObserver@ Main@ News@ RepositoryCode@ CommentList@ CommentPreviewPager@ RenderedComment@ CommitCompareList@ CommitCompare@ CommitDiffList@ CommitFileList@ CommitFile@ CommitList@ CommitPager@ Commit@ CreateGist@ EditComment@ GistFile@ GistFilesPager@ GistList@ Gists@ GistsPager@ MyGists@ PublicGists@ StarredGists@ AssigneeDialog@ DashboardIssue@ DashboardIssueList@ FilterList@ IssueBrowse@ IssueDashboardPager@ Issue@ IssueList@ IssueSearch@ Issues@ IssuesPager@ LabelsDialog@ MilestoneDialog@ RepositoryIssueList@ SearchIssueList@ BranchFile@ CodeTree@ RefDialog@ ContributorList@ DefaultRepositoryList@ RepositoryContributors@ RepositoryList@ RepositoryNews@ RepositoryReadme@ Repository@ UserRepositoryList@ SearchRepositoryList@ SearchUserList@ HomePager@ IconAndText@ Members@ MyFollowers@ MyFollowing@ NewsList@ OrganizationNews@ OrganizationSelection@ PagedUser@ UriLauncher@ UserCreatedNews@ UserFollowers@ UserFollowing@ UserList@ UserNews@ UserReceivedNews@ User],[IssueSearch@ Search]
0820db52ffa51531ccd0166660d1a821ae08bba2,0,0,0,[],[]
623a2579bbd7b09a027c9341c81edd0627c64df4,0,0,0,[ItemList@ RepositoryCode@ RawComment@ CommitDiffList@ CommitList@ GistFile@ Gist@ Filters@ Issue],[]
ff5e429d89d2ddfd3b7f6d3f1b79fc7e4ecc15ee,0,0,0,[ProgressObserver@ EditComment@ Gists@ Issue],[GistFile@ Repository]
5a5ec9f749f23f109ec58512571ccd900f505251,0,0,0,[IconAndText@ NewsList],[]
3a79147b22f6a5574715d5469266fce17e16c0ba,0,0,0,[NavigationDrawer@ CommentList@ Gist@ Issue],[]
e44902cba49edc3d9886b750ad8ba9ec94155588,0,0,0,[Main@ Issues],[CommitDiffList]
2c371d9082d7e2baff95c10b2800f6ba465de555,0,0,0,[sModule@ Main@ Pager@ ActionBarAccountAuthenticator@ RoboActionBarAccountAuthenticator@ RoboActionBar@ RoboSupport@ CommentList@ CommitDiffList@ Gist@ Issue@ IssuesPager@ Issues@ Utils],[NavigationDrawer]
1ba8ede3731ffbadad23c5c8aae1da430cf76f06,0,0,0,[],[]
5a7aefb5cdfdad87b2a0618520558e32027be902,0,1,2,[DotPager@ TabPager@ Web@ Issues],[TabPager@ CommitCompare@ CommitFile@ Commit@ GistFiles@ Gists@ EditIssue@ EditIssuesFilter@ Filters@ IssueBrowse@ IssueSearch@ Issues@ BranchFile@ RepositoryContributors@ AccountAuthenticatorAppCompat]
6c6588869c0f9e86bc4ed9f39a8e30f6f4fc57c6,0,0,0,[AccountData@ FilterIssues@ IssueBrowse@ RepoIssueHolder@ RepoBrowse],[Home]
57c63b8dba7293d9d0be3bfecb715ed93ad60016,0,1,2,[ConfirmDialog@ DialogHelper@ Pager@ Main@ NavigationDrawer@ TabPager@ GistsPager@ Filters@ IssueDashboardPager@ RepositoryList@ Home@ HomeDropdownList@ HomePager@ Members@ UserNews],[TabPager@ CommentPreviewPager@ CreateComment@ Issue@ Repository@ Home]
2613ce63e945cc453494e810d5718408bab08707,0,0,0,[Gists@ Issues@ Repository@ UriLauncher],[]
ded2d74c71595214e4ee0e63a664c0d4477b91fb,0,0,0,[Issues],[]
179dfa48613919c391037d514a9450838422f735,0,0,0,[Login@ TwoFactorAuth@ Dialog@ ItemList@ News@ PagedItem@ TabPager@ RepositoryCode@ CommentList@ CommentPreviewPager@ CreateComment@ RawComment@ RenderedComment@ CommitCompareList@ CommitCompare@ CommitDiffList@ CommitFileList@ CommitFile@ CommitList@ Commit@ CreateGist@ EditComment@ GistFile@ GistFiles@ Gist@ GistList@ GistQueriesPager@ Gists@ GistsPager@ AssigneeDialog@ DashboardIssue@ DashboardIssueList@ EditIssue@ EditIssuesFilter@ FilterList@ Filters@ IssueBrowse@ IssueDashboard@ IssueDashboardPager@ Issue@ IssueList@ IssueSearch@ Issues@ LabelsDialog@ MilestoneDialog@ RepositoryIssueList@ SearchIssueList@ BranchFile@ CodeTree@ RefDialog@ ContributorList@ DefaultRepositoryList@ RepositoryContributors@ RepositoryList@ RepositoryPager@ Repository@ UserRepositoryList@ Search@ SearchPager@ SearchRepositoryList@ SearchUserList@ Followers@ Following@ Home@ HomeDropdownList@ HomePager@ Members@ NewsList@ UriLauncher@ UserList@ UserPager@ User],[]
0c2da8c0ef4fafd9ae3ed5a2834b537f6fc3af5f,0,0,0,[LoginWeb@ Repository],[PagedItem]
d11458a95a7c0746da49ca8a55c7517a4d770dd8,0,1,1,[Login@ ItemList@ Main@ RepositoryCode@ RawComment@ CommitCompareList@ CommitDiffList@ CommitList@ GistFile@ Gist@ Filters@ Issue@ Issues@ LabelsDialog@ RepositoryContributors@ RepositoryNews@ UserRepositoryList@ SearchRepositoryList@ SearchUserList@ UserFollowers@ UserFollowing],[Main]
d046f915c7688f09e3c7c231beae480b51405b23,0,0,0,[Gists@ Issues@ Repository@ UriLauncher],[Login]
4b2e3c18bb8579f2bad18391efca4ab6a91b2db3,0,0,0,[],[LoginWeb]
dcee61799f32506713986f01146f8f596700eca7,0,0,0,[Login@ TwoFactorAuth@ Dialog@ ItemList@ CommentList@ CommentPreviewPager@ RawComment@ CommitDiffList@ EditComment@ Gist@ GistsPager@ Gists@ Issue@ Issues@ SearchIssueList@ Repository@ Home@ HomeDropdownList@ UriLauncher],[]
e845fe150c902f03da0b0d998898118726be3aa9,0,0,0,[Login@ LoginWeb@ PatchedScrollingBehavior],[IconAndText@ NewsList]
48016e86307a388986689423eedcfb1f63cba640,0,0,0,[Login@ Dialog@ ItemList@ CommitDiffList@ Gist@ Gists@ Issue@ Issues@ SearchIssueList@ Repository@ UriLauncher],[Home@ HomeDropdownList]
aa7570f472df5786361095cfe94a7b63d7ff3315,1,1,2,[Login@ LoginWeb@ TabPager@ CreateComment@ CommitPager],[Login@ LoginWeb]
194319d7a78fea97e03655cf131bea58b348700b,0,0,0,[CommitDiffList@ Gists@ Issues@ Repository@ UriLauncher],[]
3c5cad8beea587b979631ff872b29e7abdb14ddf,0,0,0,[AccountAuthenticatorAppCompat],[]
b3405e4a1b11de2bb6eb97b3bdccfe6eb23bf12e,0,0,0,[CommitDiffList@ Utils],[CommentList@ Gist@ Issue]
4aaa2b273ff8e54a011b994776a594def8b15428,1,0,0,[],[ItemList@ Main@ RepositoryCode@ CommitCompareList@ CommitDiffList@ CommitFile@ GistFile@ Gist@ Issue@ BranchFile]
29d91631c2cbf653da25ac63ea6555bed12de69a,0,0,0,[BranchFile],[]
af04a3de6d2da4961282e63b02309fdc80bfacf9,0,0,0,[CommitDiffList@ Gist@ IssueSearch@ Issues@ SearchIssueList@ Members],[]
4a7ce0fa67a3e92f09f8818c796154e250e61d83,0,0,0,[DotPager@ Main@ Welcome@ WelcomePager],[]
