mergeID,isConfliting,existsCommonSlices,totalCommonSlices
648f224d98d62f748bccfb40dcac37750fc4f580,0,0,0
e2ff401ea1e50dc76ec50ad274a3f927388ec16a,0,0,0
f4b07ab1470ad7b81071941ff1638fa36b1cbacb,0,1,1
a21c9ebc31d154a963effa65f1297fc8b1c4d860,0,0,0
8c980c8892c088802702afb077a796d17b07964b,0,0,0
6a844ebce434aedb08879a2fca6b92fe76a085f8,0,0,0
e34ef4018852cfd013f56820a46dd25583bcda64,0,0,0
e3a7fc4da7ca82a7f8bf86a15cb11fd41f2d5a5e,0,0,0
5abb413f4e4670e011edf6bc52820817678cfbdf,0,0,0
b4fb8c3c4302a47e23e5b2bf61f331fcaacb3261,0,0,0
b5c8595655015f65d3f8b8198ac93ebbdccda30b,0,0,0
1f6607a9aa6a85eeccb52d64e4fdde89288a0bc9,0,1,8
8cb37d7935b6a7719d1876531ec94dc65c36c19a,0,0,0
511dd9435a7697402c215fce9471fac54bb66db4,0,1,2
6ec840cc804bb759233a66757bbe32ced8d91831,0,0,0
7053284b02aa0c05cce9ac3c47d9725b046b0cb7,0,0,0
dd2921f9b27586d06bbc48fd930bd1f663663ce6,0,0,0
d709df8e1a2447aa85886d8711d9df27f3932cbb,0,0,0
13b46dab93183b9c73e9aef613195ad3851aafe0,0,0,0
9183525b5e95e9bb6161b2d07f933798322ed6ef,0,0,0
08256eee325bc6839da36235986c58354ae20a9d,0,0,0
10fa8e44af3bd11056b1f455881cd6fb44477eb1,0,0,0
e6c7e296473682a57bf7e55937aae9c37d7693df,0,0,0
de68c982ab93f102b3541ba86fc7a8f58ea333d5,0,0,0
dc38e86945ef0a35f58abc73dbc2667e4736b2ac,0,0,0
b6bbf50c0ed8f6ded9110bc6457c3bee6fdec17b,0,0,0
19f53d8a4445310422f39401f4875490ef71155d,0,0,0
87d0be252e8d4d655a6f301b5d65e3d1426e4c0d,0,0,0
ef396933f8f1c20e0b9f43a01fdd5bfe5470748d,0,0,0
350cffb6d6de546890b18a3d520c049a891340e5,0,0,0
