MergeCommitID, isMergeConflicting, left, right, ancestor, countLeftCommits, countRightCommits, sumMergeCommits, arithmeticMeanMergeCommits, geometricMeanMergeCommits, listLeftCommits,listRightCommits
c1c288ffaa4c5cb6df026e3ba35c41085977d487,false,21987e76809a111be83ec5aa5eea2329ca2f8b05,9503a11b879ab5bcc0e2995d32b4d628e031acd7,5fec53639b4f2a35a5654e697a46d426d32be3e2,2,1,3,1.5,1.41,21987e76809a111be83ec5aa5eea2329ca2f8b05@@c04490d67c05f2bbcd1382a21f93a698241470ab@@,9503a11b879ab5bcc0e2995d32b4d628e031acd7@@
0820db52ffa51531ccd0166660d1a821ae08bba2,false,4edf087b40fa7f78168b26078a763319843b33bf,8eec56cd56bf084992c05e3400043999d9f0d1dd,94f4fce286dde4678434993de73044a5faeaeb57,4,1,5,2.5,2.0,4edf087b40fa7f78168b26078a763319843b33bf@@308717e307c2c2c770d99dc75a0ace4cec8baaeb@@b97f86dd09740d8d4d6d09f498dbcf3ad88c9eaf@@a9f1a48bf2e3be2cb4709532ea8f60843a8a755f@@,8eec56cd56bf084992c05e3400043999d9f0d1dd@@
623a2579bbd7b09a027c9341c81edd0627c64df4,false,24e995acd278fdf96406ed3866077fca9e6d4f0b,dc39dcb43db190210d577071ac7166358080d4d1,ee3e4a38ee2acc6addd775ad52d577751593c986,8,1,9,4.5,2.83,24e995acd278fdf96406ed3866077fca9e6d4f0b@@6d003499eceded09dc9d6d1e169df54a7da10321@@03819a23f534084aada86de7a780517ceccba869@@dda9e786aed60b78551f142f671f27ded2367f5b@@79f8dc1352bc9bdec50c470f6fad8e7cbdaed8ec@@4d972f2d378edaf01b5e5803b9b8ce529bcb1f10@@35ca751ca177fe7cd11f0e314d7fbb124e306d71@@657262bac73ed39cd9b1c03a1465c079eab3d869@@,dc39dcb43db190210d577071ac7166358080d4d1@@
ff5e429d89d2ddfd3b7f6d3f1b79fc7e4ecc15ee,false,2e34afc16d4a91954b2dc49f440c3ddf8b6526bf,1fd156cf704a0fb2b792e1eb43530c8da6df3562,e971a0f5ecba931620b688ec3bed8189bcfc672e,2,1,3,1.5,1.41,2e34afc16d4a91954b2dc49f440c3ddf8b6526bf@@9a51f88912040b751c6605078aa4f078e14a668d@@,1fd156cf704a0fb2b792e1eb43530c8da6df3562@@
5a5ec9f749f23f109ec58512571ccd900f505251,false,049771dff515bfac37cc75fad0f76ac7749451db,da406be69faff6ddfb9ad346694eeedd13d2f307,d73c60191feffe28b805b3cdaa97068abc3ed016,21,2,23,11.5,6.48,049771dff515bfac37cc75fad0f76ac7749451db@@1dd5fa5d55770c8de44e5de28c26a47023715077@@e845fe150c902f03da0b0d998898118726be3aa9@@0eadf8f3d17c931915ead3516474714a2e3237ce@@f870cca5d06ef6f46ae872531f3434a669c0c219@@70148582242a020d8789dc5339114affcb855aed@@31f1a34c47988eda0ea2e0855b51c467014aa539@@ba94b6c4b10fd49637a802910579ac4a80014b62@@a2459b96419fc2adcbdbffffd39869eb99b27f44@@018033d04faad7fcbcd19bc81077514076b49097@@140f890ece25dfd87e11c22479b0be8f7b96995c@@6e9a49630dcc53786fa63e9402da2bc63ed3adcf@@9096311b9589b770b8cbe5bf86147cee75a923dd@@763efec2dbf2adf3df945ddcf072c5a8da6aee88@@2cec505b1247dcef53405b727fe2ed10ee2160f6@@c0b13040a47b62132beec2e2b7aba367bafc2d7e@@9b96ab33cd013a82a5b339f3ead3f777c7448880@@05600157c4b8d65d79a1b460c24ec933a244a254@@2881e491cef7f98746838f5864ef1c5a29bb3678@@e9a46d6fa4bac9b47f2ac38bc7a6510bf6cd4cd8@@446dea7c34b9f05d4b1085a7cf9dc81cc87641da@@,da406be69faff6ddfb9ad346694eeedd13d2f307@@735ac8c79e08eb6d336ef49ca8fad5f7e8f6b728@@
3a79147b22f6a5574715d5469266fce17e16c0ba,false,2c371d9082d7e2baff95c10b2800f6ba465de555,a936654a0e4ae96632474630777146a431d0d9b1,6b73b1a3ebd19a7c3f99bbe1604b581c9232b60b,8,1,9,4.5,2.83,2c371d9082d7e2baff95c10b2800f6ba465de555@@b3405e4a1b11de2bb6eb97b3bdccfe6eb23bf12e@@d6c432814fae42e524433872f7b3cf6142b06d18@@b06a1272dde276565403fccfa59e03bc16552832@@850b2949b575d0907dc16c6cfc83da47d8f5eec8@@bfffc7b4f366ec80151ac6468d54c7c01a1156ef@@a6ae2f42bdce4825f2992d5ec1089008e90d5efa@@261c014e3118ad2abfdb0abe0ef1a069c1bf2e46@@,a936654a0e4ae96632474630777146a431d0d9b1@@
e44902cba49edc3d9886b750ad8ba9ec94155588,false,d9cc56710ada156fb4226e96dbdf8690fe34be80,d73e2f4b1364dda0a4e93c128ff40b1afc9258a0,b6c0d465c4a8a02f360a2b8cf3d9c4e04eac2353,17,1,18,9.0,4.12,d9cc56710ada156fb4226e96dbdf8690fe34be80@@9018709a0d0dfdaaf6694a8b1dcb0349255a026d@@055dcb9dc83dc597f5859271367aba14eeaad9be@@109616cebaf307df0972c62680ffd1b9d4c07fa7@@a525f6e96e6731033930b05d922224d385b1c4de@@c29d4d53a3880c9395e307302f928c75bb6d6e48@@c3496315f5996d0acc48ce0c21bd84a1a4594f2a@@fbfdcdd0f0e719eee07f800a7d6cb85050786ba4@@d11458a95a7c0746da49ca8a55c7517a4d770dd8@@38fd2d44f312bdd1b98fbbc8c3218e18190ff500@@e21298960da8b466e5f56d081f2c60116cd4c647@@8eea62b8075661db1cb90a3c81f7a9d02f51f8bf@@49109f453c4c27c9660e9a9a40611586e9236fd4@@a9760302a0ca59d2f70a5a09513c4c9d4170188b@@3b21fc2263be100ea339eb402a6f357f1818d195@@fbeac32bae4801da78c7e984e9c29cf7ccc7fbb7@@4e8dd1ea0b538ced574d9de0f163d1d99f35b2a4@@,d73e2f4b1364dda0a4e93c128ff40b1afc9258a0@@
2c371d9082d7e2baff95c10b2800f6ba465de555,false,b3405e4a1b11de2bb6eb97b3bdccfe6eb23bf12e,d6c432814fae42e524433872f7b3cf6142b06d18,5ece492fa1821720a4e0081bd118e16755535fc4,25,4,29,14.5,10.0,b3405e4a1b11de2bb6eb97b3bdccfe6eb23bf12e@@6b73b1a3ebd19a7c3f99bbe1604b581c9232b60b@@5b619f2de7e99ae1fc28c73cdfeaa63d610189ed@@52fc9bbf640386677018f26159fddc0c3e9b55ef@@47f4a27c1197c7d970cf5f0e0f20e7e618ee3bf6@@6b7e808a586f544725e8549e622f7f184ae81a42@@c3c768320b0f3625f67c0bc1e5cc2f4a6fd55306@@850b2949b575d0907dc16c6cfc83da47d8f5eec8@@bfffc7b4f366ec80151ac6468d54c7c01a1156ef@@da5b20cb91c313a3505b1ea6928685c8a901a030@@40da217d9ec493e306acf7d85342eb586ad55f9f@@6787e4cc7655011d99dec2ca9b11994b65755d01@@0150443b0e39f3011fa0a86a69af68a1a629fb18@@30cf091b0e9bcc18dbcbb64a6eb60753806a0a76@@058af6e18e675756349b9f0217def8e29d498da5@@ea9f40616ac618a4e2bc03649e5b4d7510433b30@@317a8b61ba9dc797d7c59d99c6f690e3fcf672fb@@b67788757313be89ff8abef4d6f8fd98c8095e38@@de7617cb4687c56eb401773d8156f9216cfcf5d5@@76cd9330b5bf981f6e1d0f0f5a54d3dbd4b6febe@@1bd305eaeb4143cb82d71d9779a96ff38fdacae1@@9d6761988d8f517142f60a212f21cdea720df42a@@0b8c1c6b2e9a90ed3e5e7de50323358786116d3a@@4dec4085ad7b7ed85165799843fa9f865259a5f7@@001139aff94c811ba908b051c48be66e6efbbd4c@@,d6c432814fae42e524433872f7b3cf6142b06d18@@b06a1272dde276565403fccfa59e03bc16552832@@a6ae2f42bdce4825f2992d5ec1089008e90d5efa@@261c014e3118ad2abfdb0abe0ef1a069c1bf2e46@@
1ba8ede3731ffbadad23c5c8aae1da430cf76f06,false,4c8a3d378e2fde11dab5e8f3176f26719b9cf5e2,754b76e4e5c6f9f57ec564d2d36bfdd772e054d6,98e306094d59945b002f129c77221e29d654746b,11,2,13,6.5,4.69,4c8a3d378e2fde11dab5e8f3176f26719b9cf5e2@@9135f65f7795e3c78dd0a2f82d436ac8c568f725@@6c53def0d927bf654dc6f85db397e615a5ad536b@@c5a997862387f916ccf3e568ced9b482dd87e6d8@@6e743c04544d32708d9196ca528b620f144bb473@@2132a049b99bd3dc52a5191b168e38da88107455@@92ca6121efba7ad6069b7a003a9a0ab7afe84402@@79329878fc92ab809648eda82f6991c4af738f9e@@8f061a5a0c3cd8b77397ad80862910e76bd3cad3@@fedf82f06fb94d86433972d64cdb353ab3043346@@e757d2e9f8f6fcc69dbbcc87fdd0840aeae7b3e3@@,754b76e4e5c6f9f57ec564d2d36bfdd772e054d6@@e29865ea08ddd3e32a4f95969e7a02a0e78927a4@@
5a7aefb5cdfdad87b2a0618520558e32027be902,false,c4abffcd7b593c5d0ac1fc76bd9d0295c93a729b,d577a9c96aa4a7efb49ae970bbb79401175bcb3f,d33d4cde6e408ce967ba69388ea25c3baf177f7b,2,1,3,1.5,1.41,c4abffcd7b593c5d0ac1fc76bd9d0295c93a729b@@6d7b033dab234ebba695cc4f8c7a09b758a165ce@@,d577a9c96aa4a7efb49ae970bbb79401175bcb3f@@
