mergeCommitID, isConflicting, leftDate, rightDate, contributionConclusionDelay
09fa8dab66b82ee46e6d63c240d7ee6a10a5873a,false,2013-06-12,2013-06-12,0
3e9c4e20e75cf3916f0b193b396d00b09bf000a9,true,2013-12-04,2013-12-04,0
712b1331fb5f9d8736212dc40cb0364529300a18,true,2013-12-09,2013-12-11,2
4e5e5501477c13114a8eb4ae658e15df456590aa,false,2013-06-07,2013-06-06,1
32f5876d4d7f6e450cc43550d5f2fd449d31e6b4,true,2013-07-31,2013-07-31,0
df884e57e2d0e4ab5356a563bb8161ac422045ba,false,2013-02-18,2013-02-16,2
3ed5bc6f4837f8f9c4e3dcde0b7c7df595768919,false,2013-08-18,2013-08-18,0
b2c1ff19199a4cdacd4fc7bc882858ec2115ec81,false,2013-11-09,2013-11-14,5
f0327278721ad9d30b9b38eb3e05fe375a3ac7ca,true,2013-08-17,2013-08-13,4
f6b01aa4d9e51be9f049bb2846d00f3e9b28e920,false,2013-06-06,2013-06-05,1
7e5c7dd4eb722eb38f9bffac0d9d66468104289c,false,2013-12-18,2013-12-19,1
f8458ec971aeccfe2aaa49465738d847d693e1e0,false,2013-03-27,2013-03-28,1
cca2bb1247c80b025e12b00c3ca9943d3268fa4f,false,2013-03-28,2013-04-06,9
494e26204851be93e4e4636b99bf4587e91f1959,false,2013-07-21,2013-07-15,6
aff2e3cfd8d579bef75f502b3b34d02d9b70aee9,false,2013-02-23,2013-02-23,0
83961ed01fa6270f77849f29dcca03692912f879,false,2013-06-14,2013-06-15,1
9dc6aa5d9e2b1455872328e2658751ae1d5d2d7c,false,2013-09-02,2013-09-02,0
c8a81b622c6080a396cb40c0a188007e4c69be2b,false,2013-06-01,2013-06-02,1
00eb0af8085464aac61548020b412ec0df21d983,false,2013-02-28,2013-02-28,0
e3e3402dee8a40c9b3712a61f5e56a7fb09e5613,false,2013-08-10,2013-08-12,2
a6865a760fc09cbdcbb06de9e85deda7b5628915,false,2013-05-27,2013-05-27,0
8cf856ab04be5d6889a80180b76a51ed1fbf7f59,true,2013-02-20,2013-02-18,2
7b6625cd5460689503023d1745f3f288cd179704,false,2013-09-08,2013-09-08,0
f4d2118bb02b748ff2d4a2519df0bd07c40722eb,false,2013-03-10,2013-03-10,0
58d241b48d72a4b338f235ebfab499071b5ace0c,false,2013-03-28,2013-04-05,8
e7484a6015efb0f54baf2f983cbb6df75e508283,false,2013-09-08,2013-09-06,2
43b485562a30fa0c3ac2dfbba144dcbcc27be47f,false,2013-06-06,2013-06-06,0
e8be70c3cf44d3f126b69d8641011495aece1e7c,false,2013-06-13,2013-06-14,1
0b29bd3dac92509140bbaae3bef0ae0904e72dc7,true,2013-09-08,2013-09-08,0
f78140ecca15ca4fcfd3f09319692c0986e63d17,false,2013-03-08,2013-02-16,20
