mergeID,isConfliting,existsCommonSlices,totalCommonSlices
7e38b2694671978b03f72d746b25886362763611,0,1,3
49691e5117c5a358534b863a9ec15121c005f11a,0,0,0
203f737b0a4cbbf81982d657a0beb4ab50e9bc6c,0,0,0
9adf9542e143c1462ec1ba2ddeaefc01cfffe7a2,0,0,0
d709df8e1a2447aa85886d8711d9df27f3932cbb,0,0,0
5912707deae1fd411ade2f65bcd8486818ff888f,0,1,1
d9d13630a997165156670d92393e6261234ca6fe,0,1,289
b5912efb031cf5dbaea108cb39834f2ad120e108,0,0,0
650f96fd6e5294244a0f4db7c85848fa69cd22d6,0,1,11
d07594548709b568bb394707e34bbbd0793d769e,0,0,0
51405c9959deff77dfca126b337508919b63e43f,0,0,0
dc34ff2e6b2bc33fea71db88d80fcbbc4120ad44,0,1,18
932abaf0bc43ad1a288c3dead6c3e9a19238b36a,0,0,0
926a276c80c49d63e631ee2873bd58a2f95110db,0,1,1
5dade716090113644be46dcf3baff41c2656e45e,0,1,550
1f6607a9aa6a85eeccb52d64e4fdde89288a0bc9,0,1,371
aa02df78ebd5a0eceee724f3fcfd6ba1f4b79044,0,1,384
4d2e0bf1225251236ca642397361604f752a7d82,0,0,0
13b46dab93183b9c73e9aef613195ad3851aafe0,0,0,0
dc38e86945ef0a35f58abc73dbc2667e4736b2ac,0,0,0
96b7daa93ab129c8d7645c24d999bea652e0660c,0,0,0
ec2fbe5d1eafa1f9a44152cb2e25f8309490498a,0,0,0
1a138ad4dc6f86a12f43c7994d297acb42ddf7a7,0,0,0
99d0a7a3da4666654aa75ffca5d930e6ffaa6ed9,0,0,0
73e96be85c01b9cf9a3c8d08c349f3f4f91b0f09,0,0,0
2c7d14cf0f016b6e957681089180d66fa49c8994,0,1,96
eb54da596dc1321675653e595d0170e44135173a,0,0,0
28bd4661ed74e0a7d471ce7bbc3c6dca8d40860c,0,1,1
24cca8070e8f96d2de62eaea36d1f4bdf72f1ba7,0,0,0
eb5146c39bb15f396cb5bdaa0e051e1b822032f2,0,1,201
e6d8e5b096e0b2cc9a8e5d5e587e763488a4ca06,0,0,0
40d8b29c9eab8a63706cb3f68f5a47a761eb66f2,0,1,4
19f53d8a4445310422f39401f4875490ef71155d,0,1,2
8ee6da1fe974bb850434e37451d38612099155fb,0,0,0
7053284b02aa0c05cce9ac3c47d9725b046b0cb7,0,1,40
0da8e1af6727aa0708ae498c83652957874e6628,0,0,0
1a6a6c901fb0e2442049a0eb6faeb7954a9356ee,0,0,0
21363d2f8e451a9558d40e171ffc838d289b6fcd,0,0,0
6b7e0cb606b4e2782ca8a2f79755707b6e09dc46,0,0,0
7ddcc46cbdc60c5f3f68375933f9f576de7f5eba,0,0,0
2e950633c797d15f05bdfa3b3c2abba0faa6a2f0,0,0,0
3f31cec742f00998fd180e0623c2298f3a3fab53,0,1,1
2f8c31d1731ec36f50d31405e01ba56055b6f451,0,1,1
0425ff6d417563f1e08e197919651eccbc6d6f61,0,1,83
7a109f741153e2924f7e698dd5554491df10f635,0,1,214
08faafb4c16c96639ce648f7daee526708ddcceb,0,0,0
b562eb215f0c0d20617e81918e3be64c28634302,0,0,0
b333169ada4b370caf719d059a2de0f7d5123709,0,1,75
0ecbe5dc04bcda27189637a88c6b6afd99f6d8d4,0,1,1
ea2f5cce8599e723276b05ab9745d60980dee66b,0,0,0
2da22e9e0fc4c0935d662fcf288aa5bee6032d4d,0,1,1
c6dfccf3931d7351d007480ea21b80ea342135a5,0,0,0
b95417e783d572df53da52f4bac1dbc9aabf3c22,0,0,0
5dca496b896c0738ffced72d69fe9345937eb723,0,0,0
dbc0cf8002b98deb7419db9ebdea1a9d0f7cf051,0,0,0
17cee63544d3f8cbbb8ddf9b1773a49a3ef9b6d5,0,0,0
0302fd6b4d5516c6a6ce67075ede7a880d859e92,0,0,0
f302d528f884b28fa9efb83684bdaee6f7cde598,0,0,0
b4fb8c3c4302a47e23e5b2bf61f331fcaacb3261,0,1,40
f903098721739df4c7439cd95d4731a5694ac324,0,0,0
