mergeID,isConfliting,existsCommonSlices,totalCommonSlices
6ede87d2c74e9a273d848b9334096c5bc551f7b8,0,0,0
6e2f8e0178476d0fa1f8e56906505b307a5bf055,0,0,0
2739273fcbde2756623b69bf6a57ebde12705053,0,0,0
9b0672432247e97a532293f1d1d55204dce32808,0,0,0
57f28b4590633c65a79ad936ce675b0e92f5fb78,0,0,0
f42f451cadf6e45c32368f52c535c622b6e13215,0,0,0
4249a27fa992167ab173363902fbb38e2cb5e0e1,0,0,0
7ffb082c90fdf565d040f8434133d9d06c5730e9,0,0,0
307ff658754d7fe8612caeed1bd25bc91ba7be07,0,0,0
38c08913168f4fa1ea3704347dd52ccc260f9438,0,0,0
0196c7c6363488d89107f9d2655989d4ab21e205,1,0,0
5969c302dec8387f7e797b76ca15ca3dfdd8b57e,0,0,0
073ea88666d2fc1724a47675d86930ea1917dabf,0,0,0
4edb95c544939b7915ff6f3da0c6235d78eab17b,0,0,0
c23b7dfdb8d97581631798954e1c3442797329ca,1,0,0
d2e5c22e53a27a555cc247c82dffd6f396579f39,0,0,0
0752875033b882fa0d7baf89a9bb4b04d0d38f8b,1,0,0
f415c998eaa21353225fb9644afb5cbbf8336a5b,0,0,0
382345839be8345e36b954dccbaca8233938a9dd,1,0,0
0d401eabcba2319adf6ed31d62bf2030740c5474,1,1,1
d2cfb4adaadc60492691a4bb2e1852d04683dfe5,1,0,0
1f2764b19d8c2777a613f7b579f01a7f9fb74014,1,1,1
e2d769fe088bd7750783f09db582de39cab258ed,0,0,0
5be3cf5003534dc00559bbdfa73b4414a217a2c2,0,1,1
104ac6601773bbcb5cfe1b1fbab964dbf8fcd80e,0,0,0
758d21b6c09bfed5a5539703915f06a9c56d7a1e,0,0,0
f453c158d7b51f020c9ea68b3d82d78da81a9f7b,0,0,0
f6ea9b597abc739bf7f2fd749c8ad0a5865282f4,1,0,0
15eb8b493b87e7b350003741514818e6661b04fc,1,1,2
259c94a45bdac16a25e2c2a5ba008df03611ddd4,1,1,5
bf1d0fbe890abe2df80f5fd97c4cb706d071ee59,0,0,0
ea2fe8cb4ed6f5273688c2243106d1f3e3df9244,0,1,1
b2c81d3b08e6eb7bbc81bfcba5d2db2e5a911761,0,0,0
a3521df56e06f8e267a3e19e8f67a976eae2c802,0,0,0
