MergeCommitID, isMergeConflicting, left, right, ancestor, countLeftCommits, countRightCommits, sumMergeCommits, arithmeticMeanMergeCommits, geometricMeanMergeCommits, listLeftCommits,listRightCommits
b183e4f656e21a62aa2395df03a7def1c51f72f8,true,8fa3d3d8ae85aef0d51cdbb1eff27cb219e94f4f,5170a8bcb65694b743edbf908676eac47c6ec7f9,9ef234a65713315a2b0e2d02ee93f4858fba2c25,29,7,36,18.0,14.25,8fa3d3d8ae85aef0d51cdbb1eff27cb219e94f4f@@1c70f042616974b604101dfcacf8304fb6b924f0@@ebb4531a33ae41480277da093f96899885b32dc8@@2ae8bff1748de07d3f066ff2cc58b9cedabb959c@@ec140d0ccb6da7934e74374c1b97c99c206d88a5@@516cf45c80af9ea16922f1781ee576fbeb27927c@@47feb6d9e0f72040c4e4b291d2b28b53656d34b0@@36154472c1df7a4bbd55b0d3ba1e8b2252896d4c@@5069d9ac27ccff015d974708d4cb55368e7c8dff@@0ebc8bb46a693987f585a77f95899291a45b4879@@b152ca644487bc50064e329874211c9d91548055@@8056465fb47cf97f81ef8ced16b304c73923000f@@805200a5e28a4cb0cd1b6824cd266ae0f07bda84@@83e6671f49def1d3bdccecbfc7c80dca4c3d1d6c@@41988762451ef93baa0af8aee9aea2d8f7dc32be@@525b1c984bbae1da445e19247efde8798289f9df@@3ee344e6bca8650f7cdc0a5685941653e38c3119@@895a060a4cc6ef09ab1a99ddfb7654c327996b48@@4912be24dfc5950d985fd728dbbb949d30fade47@@e1f7d0f425c25781e301da272da26bc9952136c5@@273eda0381cca0484908c50211d3126a9da1aa4a@@bc56d0ae606357510d646bd3c76bc3628e374f00@@2693981e87c1004f671e431ee370d2577c00472e@@7d931e635bee2852fa1ee048eb40f2edb3dec84d@@139190ad80154969dd9b84f56a331aa5984a9419@@b4fd404e2fd6529510c816464789102e389be0f9@@f140c41dd0c8a75e553fabf90220bfd99a123c1f@@9453b05c05e72990221abb8badf6cc2bd08e1244@@c2746271b98dc0952e6d1eafa42b541a7fbd37cd@@,5170a8bcb65694b743edbf908676eac47c6ec7f9@@290e5a111b92144e860245ab689dd0e3e3226f8d@@7ea77446d5ad58396edb391b907816f1220ba228@@d4718b3d6015bc1a62848684fabf1813df5abea3@@727faaeeba3fa4e94828c0955fedec89062b17a9@@639d884c706d23d9a0a8b9bc6f81a6ea8d07def2@@b90036ccb72ce7227d4036c9c04cad0d284d96b9@@
c1bb6d9f9f758cfd91c9b64c7b02d959f181637f,false,d16aa3f027a246dfde18f6784f251d104fe1d447,f10acb0384123f230a9df4658b4317dc81031285,370e9a9232540dcd830ec3b440d52da936fa71c0,6,1,7,3.5,2.45,d16aa3f027a246dfde18f6784f251d104fe1d447@@1e11c7b535d134ef9c0e6430ffb153361a9ced3f@@6e5978aeb545f805aead9950f659f9a6c1dd562f@@c7b71b0e5d1f2ff65d49553eafe052733b849b60@@c9dc7a7b6f12bb02fa52bcc95f8624a473b0246d@@62efb8640158aa951dba607ae7660953c0258202@@,f10acb0384123f230a9df4658b4317dc81031285@@
f9d9f7ff83be290a7f2d3a8843109f05de62a9fa,true,ac2cf6f14559dc044028c00aef0b5e2e45c280e8,f3c4d8d73d1d812d231eba615063f2a95947b50c,c0292da0d3050eebea123352e1dae80a5270e38a,25,5,30,15.0,11.18,ac2cf6f14559dc044028c00aef0b5e2e45c280e8@@e82108f080ef90f9365bcd4c5ca6c9dfe19341fe@@5594d493bcab343926813d46f32c0927527c955b@@e54d4121907739e92cce3a8c3b206664f5929f90@@1906f469559cb8c3a846e381d99542c24d9e9d03@@e42935dc429d05346bc439a9af1bba8af8a1a073@@b18f351459ea78fcd9cb97498ab6ab7a7247d308@@4d7b9e976cf3bf86e11e3c3db3e1ab6b7da0827c@@63b903c10340ce3457adf4bd2c2823b712373b06@@17179c640d1686bede22b876b3751afaf06ec599@@9049017d46f52d93f91e8cbd4fa2b2b47a29b3b5@@6051174056390423267991b46b8ce03c9098892f@@b82de3efd78994c9b133815725f63be984af8348@@c19fdec2fb3da8d23730cf498db86729990775a1@@771429b77f748bafd4d58c2b80a664d1f86bc920@@eee631b8ded15a354342795bb482dd1787980206@@e50c53a8f7fed9c15b544daa946346dd954d34a2@@57668194621dd1d044877da384d57691e37e3ab4@@13abe0332e8425aeb6eda2aca6c87409736c9c39@@77baad946cf149d1c416086cff75b7d0973aae58@@d2b0c960b11d193c3da873fcb5a07118a4af911c@@3aff0b01860c9966433f4234e03d53db31774207@@8de6faa337df034581f6da43046ef1d73e78d9e5@@4921d78e70314c782ce8b3bdbfc01d97d9cca9a4@@f3747dd5b66651b75c51142f07ac750c3d2a98fc@@,f3c4d8d73d1d812d231eba615063f2a95947b50c@@77c242ef8b2631979a3973af3d7b1dfae185ae7c@@e5de3cec568ec212e6fcc3d2ea08d8fe8eb7d252@@7fe2ba2b7073c947e35c3c99dc66220fea201d0c@@1478b6a1e6ee97dd7f96f8dc726daf6c28d90084@@
c3cbe373c1e6e0a9d6dbe69f413e372c67a42085,false,386f51e0a09397d191652043629215f9f18c39eb,1f4d278661d41a47825ef3049b1b62a4a2a53bb7,0b1a8cb0f4d3a955f9cc03d6d0c8a66dcd270652,1,4,5,2.5,2.0,386f51e0a09397d191652043629215f9f18c39eb@@,1f4d278661d41a47825ef3049b1b62a4a2a53bb7@@79bbfc12848bd98de7c8cd1837b5e2aea53f9221@@ee516d9d1a09ff3bf5a7677002a1cf8f283685a5@@e99a078cde7d23525236f3f3345ed8d382b3732d@@
3aff0b01860c9966433f4234e03d53db31774207,false,8de6faa337df034581f6da43046ef1d73e78d9e5,4921d78e70314c782ce8b3bdbfc01d97d9cca9a4,f82e26ff920977112a9d3767b5422d39d83d9061,1,3,4,2.0,1.73,8de6faa337df034581f6da43046ef1d73e78d9e5@@,4921d78e70314c782ce8b3bdbfc01d97d9cca9a4@@f3747dd5b66651b75c51142f07ac750c3d2a98fc@@c0292da0d3050eebea123352e1dae80a5270e38a@@
05ef5d7f4ec93701084f1623e65d7a261fbcbcdf,false,a3d2b98203417816808d63a1c5e74d66560204e4,b9a6aff96e35ecde03037abd55a6c0a326a09304,0db9e825bd1e1d2845633426f5a7b965cc7411da,6,1,7,3.5,2.45,a3d2b98203417816808d63a1c5e74d66560204e4@@05f5ab7f9b3dda94deeda45030afd935fec78c27@@cce9d9fe2aba6e0b8efd707e11519ea1f216a191@@82dec2b60e4d63cade4f843a5fddc6df0c8c0c2c@@b687d1b4c2e638b264a9fb96e16c9d7bde41ba2f@@056abe9336ca2f85d3c4c0831bc92ecdd35250e0@@,b9a6aff96e35ecde03037abd55a6c0a326a09304@@
c5550720c32ec6e6977bd9db734fb924464c0eba,false,856910bb5679c25f60245f7d2b2f424f921c7c3d,ff27aeab183a4070e810743f51bc6fcbeabcd074,2dff5cebaf5d9547d73e9d135e5da1adedee4f67,2,1,3,1.5,1.41,856910bb5679c25f60245f7d2b2f424f921c7c3d@@628b17a9b7e8d96e123ee9fab4e950a53b194345@@,ff27aeab183a4070e810743f51bc6fcbeabcd074@@
b39934b6018f89ad082cdb2c551c633e804b185f,false,289c58f5c612a50d478fda39c382cc7b13abb283,bf564ec5dd3661dc5cac7b672458cd191e47e263,19c8e964673d2c42db462fa62187afc0985675a7,13,1,14,7.0,3.61,289c58f5c612a50d478fda39c382cc7b13abb283@@edcc39bf5a10f12b9dc8983b5d846995afc2e1d8@@3fdb7fe54e6b15e2c257054122c5bfd8e557bc7c@@04e2c3af62af8acff1bdff161a188835425bbd4a@@49f0bd8ae22a0eeba14651e873686938b77322da@@745898a6a9b016aa7a2c937c53dd882306fe2ab9@@b063fb01d72ef50b16003d64575bc9fe8dc993c4@@68ad8621e2656a1e95327d03872332ee7ea757f4@@542cb7f5a6afd9a80828cea18331a4477860b4d4@@3640f474dade54c0980f6dee3df3c8c20a50f9bf@@803907547a8cfc1e67c859bdc3c96fce2f4a3fbb@@0a97119d30483fbacf00c3051fbf66dbb900cdc9@@5c8e3c21c8b40fbef1c624ffba7f46340173acd6@@,bf564ec5dd3661dc5cac7b672458cd191e47e263@@
962912681e51b86205f83007e7e7002ae158ce4c,false,d1d16b4b124040b029d604102d701831ccdaf676,d2d2d2c3917ba6724d5ce2aa61b7fc22a1ec25ff,efb1cbc269825559c11cdef3138fb7d9d78f2c20,2,4,6,3.0,2.83,d1d16b4b124040b029d604102d701831ccdaf676@@d6cf841e576276fc9fc932eaccae982f4a5bcf8d@@,d2d2d2c3917ba6724d5ce2aa61b7fc22a1ec25ff@@90e1963cb17f762892bd7bb64525e5cffb30b3c1@@7fa84388ba3974a9a4492c5ee40495c99ff22ea9@@a77810ec24d820fda5d28b711b9f1a035cf2ef13@@
8fa3d3d8ae85aef0d51cdbb1eff27cb219e94f4f,false,1c70f042616974b604101dfcacf8304fb6b924f0,2ae8bff1748de07d3f066ff2cc58b9cedabb959c,ec140d0ccb6da7934e74374c1b97c99c206d88a5,3,2,5,2.5,2.45,1c70f042616974b604101dfcacf8304fb6b924f0@@ebb4531a33ae41480277da093f96899885b32dc8@@f140c41dd0c8a75e553fabf90220bfd99a123c1f@@,2ae8bff1748de07d3f066ff2cc58b9cedabb959c@@c2746271b98dc0952e6d1eafa42b541a7fbd37cd@@
9ae127610c18e22716ad4d07471e3955fd11f347,false,f3e59caddf5ad9c5e6627a015148a4ce4823e4dc,f82ea698cb35daad1c48bf99a2a533b00411dcd5,94ed1467dee1043d0dd926ff303ab1a4ebfdb65e,1,3,4,2.0,1.73,f3e59caddf5ad9c5e6627a015148a4ce4823e4dc@@,f82ea698cb35daad1c48bf99a2a533b00411dcd5@@730483e91375efb07f0b95d209b88e85aace70ae@@b3ad8cb9f46e02484db7a71d5cf877fca36f3b41@@
b74e57565db36fa8a443b490160d4f84dfb681a4,false,3cefc70bd22a7c0b0d865ca2aed241164dc099e6,cbd61fc92cd920b6e962b95530721c06c73922c6,3f781acea56406644cfbb229ec642777fed0729e,4,1,5,2.5,2.0,3cefc70bd22a7c0b0d865ca2aed241164dc099e6@@d3762a0383f5238bd2234335afcca4978cad98da@@fc66286a86758c53b65e21cd0949bb757e8128fc@@10890ca11674a52721c32a643fa3867fdfa88128@@,cbd61fc92cd920b6e962b95530721c06c73922c6@@
a0ab61ab1763346035b809eb0a740362c5ccd97d,false,b39934b6018f89ad082cdb2c551c633e804b185f,87679e13b6eec14d29b204e36d8082f9bb38ef2e,19c8e964673d2c42db462fa62187afc0985675a7,15,1,16,8.0,3.87,b39934b6018f89ad082cdb2c551c633e804b185f@@289c58f5c612a50d478fda39c382cc7b13abb283@@edcc39bf5a10f12b9dc8983b5d846995afc2e1d8@@3fdb7fe54e6b15e2c257054122c5bfd8e557bc7c@@04e2c3af62af8acff1bdff161a188835425bbd4a@@49f0bd8ae22a0eeba14651e873686938b77322da@@745898a6a9b016aa7a2c937c53dd882306fe2ab9@@b063fb01d72ef50b16003d64575bc9fe8dc993c4@@68ad8621e2656a1e95327d03872332ee7ea757f4@@542cb7f5a6afd9a80828cea18331a4477860b4d4@@3640f474dade54c0980f6dee3df3c8c20a50f9bf@@803907547a8cfc1e67c859bdc3c96fce2f4a3fbb@@0a97119d30483fbacf00c3051fbf66dbb900cdc9@@5c8e3c21c8b40fbef1c624ffba7f46340173acd6@@bf564ec5dd3661dc5cac7b672458cd191e47e263@@,87679e13b6eec14d29b204e36d8082f9bb38ef2e@@
856910bb5679c25f60245f7d2b2f424f921c7c3d,false,2dff5cebaf5d9547d73e9d135e5da1adedee4f67,628b17a9b7e8d96e123ee9fab4e950a53b194345,c2fc3f7705e8a703a6ecd2fffe8896f68a7c7655,2,1,3,1.5,1.41,2dff5cebaf5d9547d73e9d135e5da1adedee4f67@@0699f1316f1b9bc17da5e98afa5b8e2d020f9a75@@,628b17a9b7e8d96e123ee9fab4e950a53b194345@@
2ae8bff1748de07d3f066ff2cc58b9cedabb959c,false,ec140d0ccb6da7934e74374c1b97c99c206d88a5,c2746271b98dc0952e6d1eafa42b541a7fbd37cd,9ef234a65713315a2b0e2d02ee93f4858fba2c25,23,1,24,12.0,4.8,ec140d0ccb6da7934e74374c1b97c99c206d88a5@@516cf45c80af9ea16922f1781ee576fbeb27927c@@47feb6d9e0f72040c4e4b291d2b28b53656d34b0@@36154472c1df7a4bbd55b0d3ba1e8b2252896d4c@@5069d9ac27ccff015d974708d4cb55368e7c8dff@@0ebc8bb46a693987f585a77f95899291a45b4879@@b152ca644487bc50064e329874211c9d91548055@@8056465fb47cf97f81ef8ced16b304c73923000f@@805200a5e28a4cb0cd1b6824cd266ae0f07bda84@@83e6671f49def1d3bdccecbfc7c80dca4c3d1d6c@@41988762451ef93baa0af8aee9aea2d8f7dc32be@@525b1c984bbae1da445e19247efde8798289f9df@@3ee344e6bca8650f7cdc0a5685941653e38c3119@@895a060a4cc6ef09ab1a99ddfb7654c327996b48@@4912be24dfc5950d985fd728dbbb949d30fade47@@e1f7d0f425c25781e301da272da26bc9952136c5@@273eda0381cca0484908c50211d3126a9da1aa4a@@bc56d0ae606357510d646bd3c76bc3628e374f00@@2693981e87c1004f671e431ee370d2577c00472e@@7d931e635bee2852fa1ee048eb40f2edb3dec84d@@139190ad80154969dd9b84f56a331aa5984a9419@@b4fd404e2fd6529510c816464789102e389be0f9@@9453b05c05e72990221abb8badf6cc2bd08e1244@@,c2746271b98dc0952e6d1eafa42b541a7fbd37cd@@
a6159abd0695cedc7636377001415236f3b96cb1,false,d6deac67c29e6b0c2ead86490abe884700e26a79,9a22724873b623d2bc15b64c9e2f1ab30f055a58,0f093565acfe2386450d820580fdaf45d4347678,28,1,29,14.5,5.29,d6deac67c29e6b0c2ead86490abe884700e26a79@@5af22be00360746d9672bc7c4825ff0d389c55cb@@4e4339e4c72fdddcb56dbdcfbbfbb1c36d5617a1@@a60b5f3398a37a2584d83f29afbb8041c6bd3dbb@@f91529753e25ec096d26d3bfd965ae87fd6d179b@@17ff806a1dac2845abfdd9c4b035be0d6f4f694b@@c08fe032ae707554549e0eb2e80ada7e4fa68f53@@efe5573a97bb8c06d26ed613076f73223b45b3e8@@23757c9612d6e6d30642fb43604e5faad41434a3@@6e176e9749456310b55bdb1eade2773a5a002e1b@@98779b2503fc87b0c3ebc8d22a862762d083acd6@@3023728e299e26c3d21c0b90cfaacc1432342592@@4dbf2fc2785659cb7931b53a23b2fa2f69409e67@@a796d1fa9668eea1b5051461e8a43d8d97c7c665@@4c31282f2824274e4c3fde750b9e776d60795f5b@@441bd77eec97ae3415670b68ccdf0fd7288a1432@@30c02424ccd009044e49683f7de9a22a9de19fbb@@d3dcfa49a083eb6d5e496cdf3db5ccb4a12aa7f9@@dc3f6444f352db09603415442d6a27efe7071243@@5c7ccfe5c2f5132a2e31ef6280505712a9105ef7@@3830f6af60be918b023f19716f6affa99e4cd6d7@@d4553a58c74b48d8db0d1d9eae4389bc0a60f26f@@e66e0bb1177a08fa7db7a150b647818c8dd31fe6@@eaf85fdf7b99f358f7861fc96c60e864ad1cd859@@8fc3604836046b6167d76d807f43cbe0a89c549a@@de6539188010a03d143f3ab558fc7df2617ddeb2@@591fc1f26800d2dde5d3af5b92b2c571d5b2c7d6@@1d88b8bd5792a453e7b689a7087ecdd813db64c7@@,9a22724873b623d2bc15b64c9e2f1ab30f055a58@@
