mergeCommitID, isConflicting, leftDate, rightDate, contributionConclusionDelay
b183e4f656e21a62aa2395df03a7def1c51f72f8,true,2017-06-12,2016-12-13,181
c1bb6d9f9f758cfd91c9b64c7b02d959f181637f,false,2015-10-14,2015-10-13,1
f9d9f7ff83be290a7f2d3a8843109f05de62a9fa,true,2016-10-31,2016-07-09,114
c3cbe373c1e6e0a9d6dbe69f413e372c67a42085,false,2016-01-06,2016-01-06,0
3aff0b01860c9966433f4234e03d53db31774207,false,2016-07-12,2016-07-12,0
05ef5d7f4ec93701084f1623e65d7a261fbcbcdf,false,2015-11-30,2015-11-14,16
c5550720c32ec6e6977bd9db734fb924464c0eba,false,2015-10-10,2015-10-11,1
b39934b6018f89ad082cdb2c551c633e804b185f,false,2017-11-03,2017-08-03,92
962912681e51b86205f83007e7e7002ae158ce4c,false,2016-01-02,2016-01-02,0
8fa3d3d8ae85aef0d51cdbb1eff27cb219e94f4f,false,2017-06-12,2017-06-12,0
9ae127610c18e22716ad4d07471e3955fd11f347,false,2015-10-06,2015-10-06,0
b74e57565db36fa8a443b490160d4f84dfb681a4,false,2015-10-22,2015-10-21,1
a0ab61ab1763346035b809eb0a740362c5ccd97d,false,2017-11-03,2017-07-19,107
856910bb5679c25f60245f7d2b2f424f921c7c3d,false,2015-10-09,2015-10-10,1
2ae8bff1748de07d3f066ff2cc58b9cedabb959c,false,2017-06-12,2016-11-25,199
a6159abd0695cedc7636377001415236f3b96cb1,false,2016-11-13,2016-11-11,2
ad967ccee803fc1f45a856a2bc0bf681a6b534de,false,2018-01-16,2018-01-11,5
79c66f94cda215615734956305d743bd40a6c62e,false,2015-10-04,2015-10-04,0
0b9515a8d1ea580ba8943ef6fb70ea8c35754eca,false,2017-11-03,2017-08-17,78
4dbf2fc2785659cb7931b53a23b2fa2f69409e67,true,2016-10-31,2016-07-09,114
c4db889e0bc39c59ffd9b711391baef3aea6e2fd,false,2016-01-02,2016-01-02,0
8cb8d088287de36aae39aa4a3a57d457f8430992,false,2018-01-16,2017-12-09,38
8140b6946b6b211dee2996f414691b55c6e07feb,false,2017-11-03,2017-01-12,295
c24247e1a0131ade0b765a37b920cdf2bb103dd6,false,2018-01-16,2017-12-31,16
e6e295b425f7c470d8346185951bba1ead72adfe,false,2016-01-03,2016-01-04,1
c236865c0870a7b884daa19e0fad1ff1148ca163,false,2016-01-18,2016-01-23,5
1e11c7b535d134ef9c0e6430ffb153361a9ced3f,false,2015-10-14,2015-10-13,1
49fc4e19e98a917115808d460d670b501b1e12f1,false,2018-01-16,2017-12-27,20
ad6b52f2eebd298e6b611d840cf59591d959f1e3,false,2015-10-04,2015-10-04,0
98779b2503fc87b0c3ebc8d22a862762d083acd6,false,2016-11-13,2016-11-02,11
