mergeCommitID, isConflicting, listLeftCommits, listRightCommits, leftFiles, rightFiles
09fa8dab66b82ee46e6d63c240d7ee6a10a5873a,false,5d7a470eb48d6498dec1d91b5ee5259ac16cb9cd@@,350be23731b31dc7a1a1d1e356f01611e5668fa1@@ea39e1594c571107119c035424cb9462115a97d1@@,[],[android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterDirectMessage.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterUser.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageItemView.java]
3e9c4e20e75cf3916f0b193b396d00b09bf000a9,true,d7f60c8c4a091d29bb5bf1459049379db7dec7d1@@9b2719c6672924aad3b3f85564803cbd7eb9e2cd@@dd0e1548c185030f86d76a745c8b089d0b0beaec@@c162baf5bea4d8feccf39e13e520bd61c56239d3@@10f324ff8903dc94ac2c60717fd983e63a9e94fe@@b3518ac9e70348a47e7ffae4aa4ba32d09636078@@cefd65bf7addd82c4e39795bb4defef34eb0483b@@1c08d1226363531c59a57657ef83eeca7f8ed906@@,477330bd80225eafa83d74f60e5a86a25e7f3157@@1c2a86fcaf1a743f1575d2c549f205dc744ceadc@@7184047cb5d2f3938bea041df8ecf1e5bb0be5ef@@,[android/client/AndroidManifest.xml@ android/clientbeta/AndroidManifest.xml@ android/libraries/TweetLanesCore/res/xml/changelog.xml],[android/clientbeta/AndroidManifest.xml@ android/libraries/TweetLanesCore/res/xml/changelog.xml@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageFeedFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetFeedFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetFeedItemView.java]
712b1331fb5f9d8736212dc40cb0364529300a18,true,a29ea4f1875a7394d19203762d43ff7b7b3740d6@@e4058db7ac2c965b752d3ba1e386e6d16d22ed2e@@b4d25a7a7ed40dec98a40c67fabf421e3e17abc8@@18440b5fd1c39ca1032914b80a41ccb13ef226c8@@3e9c4e20e75cf3916f0b193b396d00b09bf000a9@@d7f60c8c4a091d29bb5bf1459049379db7dec7d1@@9b2719c6672924aad3b3f85564803cbd7eb9e2cd@@dd0e1548c185030f86d76a745c8b089d0b0beaec@@c162baf5bea4d8feccf39e13e520bd61c56239d3@@10f324ff8903dc94ac2c60717fd983e63a9e94fe@@b3518ac9e70348a47e7ffae4aa4ba32d09636078@@cefd65bf7addd82c4e39795bb4defef34eb0483b@@1c08d1226363531c59a57657ef83eeca7f8ed906@@,d608e15de57beee002a18eeadcb975646a6d41a5@@2ab7f2b0cafa5afac74be59a6e25ea564e587867@@,[android/client/AndroidManifest.xml@ android/clientbeta/AndroidManifest.xml@ android/libraries/TweetLanesCore/res/xml/changelog.xml],[android/client/AndroidManifest.xml@ android/clientbeta/AndroidManifest.xml@ android/libraries/TweetLanesCore/res/values-ru/strings.xml@ android/libraries/TweetLanesCore/res/values/strings.xml@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/BootActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/HomeActivity.java]
4e5e5501477c13114a8eb4ae658e15df456590aa,false,25b31410446645de595da1aa0ae6f477bd354cd8@@,7d7a4ccb8ba25a91755489ad1c0d231bcb1adae7@@983df52d497ac43ee75a704451a9dff33fdd2818@@,[android/clientbeta/res/drawable-hdpi/ic_launcher.png@ android/clientbeta/res/drawable-mdpi/ic_launcher.png@ android/clientbeta/res/drawable-xhdpi/ic_launcher.png@ resources/logo/beta_logo_128.png@ resources/logo/beta_logo_256.png@ resources/logo/beta_logo_48.png@ resources/logo/beta_logo_512.png@ resources/logo/beta_logo_72.png@ resources/logo/beta_logo_96.png],[android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/util/LazyImageLoader.java]
32f5876d4d7f6e450cc43550d5f2fd449d31e6b4,true,a6d84e77c427ad0e182d9a455a80bb7b3f137ea8@@7f5f39c49eeace61dddf83a0cbf492b43f93aae3@@b38d415e2a3f91df1e3e7f7f0a5c707eec6980c9@@b9f6f68cdc67d426db7b9240b0cae2b8059ef16e@@9e7b0c88e5db836a8a5457625cc8c75cdb97cf35@@,777031f90301201c5ea83783ca1e1ee4fbf9aead@@6b765473130bfa88fbea476d9c19ee2103b4fef2@@480cf1191166e78703fc662c9ef7ed4b2237f191@@db8a37d3c6bec4ec04525b5813e6f6f1af6c3e63@@248ae9296f977381e234abc7edc9cce8c720b961@@0746673d520063ae9a22d398e58ddb587e460bc2@@7d5c3bec5b78a30ce31c11ffbe4dc897048b5e62@@6b0443f49aa52c7d0c6c31a1b8403d0eafafdcfc@@b9f6f68cdc67d426db7b9240b0cae2b8059ef16e@@9e7b0c88e5db836a8a5457625cc8c75cdb97cf35@@,[android/client/AndroidManifest.xml@ android/libraries/SocialNetLib/src/com/twitter/AutolinkEx.java],[android/client/AndroidManifest.xml@ android/client/TweetLanes.iml@ android/client/project.properties@ android/clientbeta/AndroidManifest.xml@ android/clientbeta/clientbeta.iml@ android/clientbeta/project.properties@ android/libraries/SocialNetLib/SocialNetLib.iml@ android/libraries/SocialNetLib/TL-SocialNetLib.iml@ android/libraries/TweetLanesCore/TweetLanesCore.iml@ android/libraries/TweetLanesCore/res/drawable-hdpi/ic_action_star_pressed_dark.png@ android/libraries/TweetLanesCore/res/drawable-hdpi/ic_ic_action_star_pressed_light.png@ android/libraries/TweetLanesCore/res/drawable-mdpi/ic_action_star_pressed_dark.png@ android/libraries/TweetLanesCore/res/drawable-mdpi/ic_ic_action_star_pressed_light.png@ android/libraries/TweetLanesCore/res/drawable-xhdpi/ic_action_star_pressed_dark.png@ android/libraries/TweetLanesCore/res/drawable-xhdpi/ic_action_star_pressed_light.png@ android/libraries/TweetLanesCore/res/drawable-xhdpi/ic_ic_action_star_pressed_light.png@ android/libraries/TweetLanesCore/res/drawable-xxhdpi/ic_action_star_pressed_dark.png@ android/libraries/TweetLanesCore/res/drawable-xxhdpi/ic_ic_action_star_pressed_light.png@ android/libraries/TweetLanesCore/res/xml/changelog.xml@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/ConsumerKeyConstants.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetSpotlightActivity.java]
df884e57e2d0e4ab5356a563bb8161ac422045ba,false,53241f69aeeb99fc7fb322c0c235bfabaa4e1ba6@@fa1433a6b2c6e6b34bb5057e6dde1f275c428a6d@@35c590790e6e54d8187a68bb6761ffc51d2c2590@@,d03a410eb19fcbca5d99b510b102393dc19b1620@@,[README.md],[android/client/src/com/tweetlanes/android/view/TweetFeedItemView.java]
3ed5bc6f4837f8f9c4e3dcde0b7c7df595768919,false,7771af774a65c6fb5c4b8f3082a17aaff50b4d1f@@,79411fb51dc6acc0b53c1c9b77226e242fa7ceaa@@,[android/client/.idea/dictionaries/Jason.xml@ android/client/AndroidManifest.xml@ android/clientbeta/AndroidManifest.xml@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/Notifier.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/dashclock/TweetLanesExtension.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/BaseLaneActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/BootActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/HomeActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetSpotlightActivity.java],[android/client/.idea/dictionaries/Jason.xml]
b2c1ff19199a4cdacd4fc7bc882858ec2115ec81,false,1bc9384bcf3d4b8c2acfe85ac6987af47ae58cc2@@0131fc66f476405c3499b370a1a61ffaa0d2d482@@561d560735c6d83cf39c364f1e2f22e2a0659192@@,76a74323b5c3b5f37d1358478e5220e38362ab7f@@f7347c12df94575fe6a9a9d34389f7b1307a427e@@d2d697fc3d5b539a579b5fcff1b910ce57dd06b1@@3f6061492abf47729710a6fbc851a1b29c1380a6@@3e13f6e7b039631c552a35856dc9f02720415462@@2c6005bc3cab28bc929819eee864e0113e3273dd@@cf605e817b258b981069f14f766d7c4a6da9f845@@1a249977456be4894d5a9954298e399ffa721ddc@@688890204b999ed35eaa72d23b94150f50756dfe@@ee06a5c562cfdcc08a4fe61621ab2ed8cd243140@@1afd61255e4ae270ae4316ec505da99ed00e6532@@7b599576ef1ae07e1b33333887df839fe2f2c828@@2667eb7c9904f8ddd5ede7ddbc93441ac3cca6bd@@f8c5f658b607f7fac72c11c6676854e5541f52b7@@b004f520fefcf09ccc5f85136720e98fde63b975@@d1fb00fe4d9936f8cee57a6166a924b604eaf9bb@@,[],[android/client/.idea/libraries/twitter4j_core_3_0_4_SNAPSHOT.xml@ android/client/.idea/libraries/twitter4j_core_3_0_6_SNAPSHOT.xml@ android/client/.idea/libraries/twitter4j_media_support_3_0_4_SNAPSHOT.xml@ android/client/.idea/libraries/twitter4j_media_support_3_0_6_SNAPSHOT.xml@ android/libraries/SocialNetLib/.classpath@ android/libraries/SocialNetLib/TL-SocialNetLib.iml@ android/libraries/SocialNetLib/libs/twitter4j-core-3.0.4-SNAPSHOT.jar@ android/libraries/SocialNetLib/libs/twitter4j-core-3.0.6-SNAPSHOT.jar@ android/libraries/SocialNetLib/libs/twitter4j-media-support-3.0.4-SNAPSHOT.jar@ android/libraries/SocialNetLib/libs/twitter4j-media-support-3.0.6-SNAPSHOT.jar@ android/libraries/SocialNetLib/src/org/socialnetlib/android/SocialNetApi.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterManager.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/fetch/TwitterFetchDirectMessages.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterDirectMessage.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterDirectMessages.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterStatus.java@ android/libraries/TweetLanesCore/TweetLanes.iml@ android/libraries/TweetLanesCore/TweetLanesCore.iml@ android/libraries/TweetLanesCore/res/drawable-xhdpi/ic_action_reply_dark.png@ android/libraries/TweetLanesCore/res/drawable-xhdpi/ic_action_reply_light.png@ android/libraries/TweetLanesCore/res/layout/direct_message_feed_item_received.xml@ android/libraries/TweetLanesCore/res/layout/direct_message_feed_item_sent.xml@ android/libraries/TweetLanesCore/res/values/attrs.xml@ android/libraries/TweetLanesCore/res/values/styles.xml@ android/libraries/TweetLanesCore/res/xml/changelog.xml@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/Constant.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/AlarmReceiver.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/BaseLaneActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageFeedFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageItemView.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/HomeActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetFeedFragment.java]
f0327278721ad9d30b9b38eb3e05fe375a3ac7ca,true,86559e3b43e021d6df516d58bc96c7d866dc05cf@@89aa77c9025ffb598583de74873c545163aafd39@@131898e00faaf3a738a8d22ac630bf0c11a7bec8@@4e2b4a147d513fd112335c2b0ff2d2d116aa28c5@@698a7b02406e6dabbe51a17ba7370b630549d5aa@@bd87fb4e88fde490ae5a65abfc00f547230b14f1@@64333ad7cc76f5b2800320e0f901e22d835894cb@@e7549eb2538930f3502d1a72d885f3f38f4da922@@6f32b8ba1577e1478687c4065ef4ff4f3df900e5@@0de980b285b65303aac53d45e940fd43bb0bb3ed@@02b0659ff744c3a0cfdbb626c951c19ad41b2896@@f122c0f322b786ffcd6d18fe1455d80110ce4725@@ef2cede1a77f183de4f8642b691ed6754ef982f4@@9921aa940ff57330cb3654327a4ab872a01b962d@@5d14fb861aad7b542695520fbac04e09d0d0f301@@7a712a334751a59b81dbfafd7f99a5c1af4bba18@@59a7b08d90d606b47ddab01d7dc415111acea196@@926eda2c113b74fca8f5a1c05db8ad57b0652edc@@e8f41e88937d7ae9363513478e7cca7e9f911330@@81a29dc3a93b7f65155b49bd8ee2b24afea3eb5b@@,e3e3402dee8a40c9b3712a61f5e56a7fb09e5613@@8bbc43bcaab0462f75c9e142f4a0be976e6ce98d@@,[android/libraries/SocialNetLib/src/com/twitter/Autolink.java@ android/libraries/SocialNetLib/src/com/twitter/Extractor.java@ android/libraries/SocialNetLib/src/com/twitter/HitHighlighter.java@ android/libraries/SocialNetLib/src/com/twitter/Regex.java@ android/libraries/SocialNetLib/src/com/twitter/Validator.java@ android/libraries/SocialNetLib/src/org/appdotnet4j/model/AdnInteraction.java@ android/libraries/SocialNetLib/src/org/appdotnet4j/model/AdnPost.java@ android/libraries/SocialNetLib/src/org/appdotnet4j/model/AdnPosts.java@ android/libraries/SocialNetLib/src/org/appdotnet4j/model/AdnUsers.java@ android/libraries/SocialNetLib/src/org/asynctasktex/AsyncTaskEx.java@ android/libraries/SocialNetLib/src/org/socialnetlib/android/AppdotnetApi.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/ConnectionStatus.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterContentHandle.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterContentHandleBase.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterFetchBooleans.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterFetchLists.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterFetchResult.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterFetchStatus.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterFetchUser.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterFetchUsers.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterManager.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterModifyStatuses.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterPaging.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterSignIn.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterUtil.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/callback/TwitterFetchDirectMessagesFinishedCallbackInterface.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/fetch/TwitterFetchDirectMessages.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/fetch/TwitterFetchStatuses.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterDirectMessage.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterDirectMessages.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterDirectMessagesHandle.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterMediaEntity.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterStatus.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterStatusUpdate.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterStatuses.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterStatusesFilter.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterUser.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterUsers.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/widget/URLSpanNoUnderline.java@ android/libraries/TweetLanesCore/res/layout/account_row.xml@ android/libraries/TweetLanesCore/res/values/arrays.xml@ android/libraries/TweetLanesCore/res/values/dimens.xml@ android/libraries/TweetLanesCore/res/values/strings.xml@ android/libraries/TweetLanesCore/res/xml/changelog.xml@ android/libraries/TweetLanesCore/res/xml/preferences.xml@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/App.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/AppSettings.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/Constant.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/Notifier.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/dashclock/TweetLanesExtension.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/model/AccountDescriptor.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/model/ComposeTweetDefault.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/model/LaneDescriptor.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/urlservice/ApiService.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/urlservice/tweetmarker/TweetMarkerAPI.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/util/LazyImageLoader.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/util/Util.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/AlarmReceiver.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/BaseLaneActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/BaseLaneFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/BootActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ComposeBaseFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ComposeDirectMessageFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ComposeTweetFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ConversationView.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DeviceBootReciever.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageFeedFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageItemView.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/HomeActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ImageViewActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/InflatedLayoutFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ProfileActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ProfileFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/SettingsActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TutorialActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetFeedFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetFeedItemView.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetSpotlightActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetSpotlightFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TwitterAuthActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/UserFeedFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/UserFeedItemView.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/EditClearText.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/gestureimageview/GestureImageView.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/urlimageviewhelper/ContactContentUrlDownloader.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/urlimageviewhelper/ContentUrlDownloader.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/urlimageviewhelper/FileUrlDownloader.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/urlimageviewhelper/HttpUrlDownloader.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/urlimageviewhelper/UrlDownloader.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/urlimageviewhelper/UrlImageViewHelper.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/viewpagerindicator/ListTabPageIndicator.java],[android/libraries/TweetLanesCore/res/values/styles.xml@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ProfileActivity.java]
f6b01aa4d9e51be9f049bb2846d00f3e9b28e920,false,a7c04627ec81565da293c6baa09e3b3a7cff5b6d@@d288f81a2e01dd4eab4f9ed0e6b185754ebe0ba4@@8cc556e9e2b6924d09be90bd2127b90952a52064@@1f1efa5e8d67fab993c62c6d8985a6f38f177708@@6c0a292e2c8ceb9b24491210583933b264fff77c@@322893a68dba1156a378f3fb3ee299e900e1c992@@,2f2af41d9b8bfdbac8faf14e8680f2cba63518ff@@,[android/libraries/SocialNetLib/src/org/socialnetlib/android/SocialNetApi.java@ android/libraries/SocialNetLib/src/org/socialnetlib/android/TwitterApi.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterConstant.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/TwitterManager.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/callback/TwitterFetchDirectMessagesFinishedCallbackInterface.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/fetch/TwitterFetchDirectMessages.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterDirectMessages.java@ android/libraries/SocialNetLib/src/org/tweetalib/android/model/TwitterStatus.java@ android/libraries/TweetLanesCore/res/values/arrays.xml@ android/libraries/TweetLanesCore/res/values/strings.xml@ android/libraries/TweetLanesCore/res/xml/preferences.xml@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/App.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/AppSettings.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/Notifier.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/SharedPreferencesConstants.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/dashclock/TweetLanesExtension.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/util/LazyImageLoader.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/AlarmReceiver.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ComposeDirectMessageFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DeleteNotificationsReceiver.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageFeedFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/HomeActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/SettingsActivity.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetFeedFragment.java],[android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ComposeDirectMessageFragment.java@ android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ComposeTweetFragment.java]
