mergeID,isConfliting,existsCommonSlices,totalCommonSlices,leftComponents,rightComponents
b4062146a9458aab796dea2018746d0502b66402,1,0,0,[preferences],[]
f73a64050daf4334b9286f76166a521fd5a561a8,0,1,1,[about@ audioplayer@ import@ main@ mediaplayer@ videoplayer@ action@ player@ item@ preference@ player@ pod@ feed@ feed@ feed@ feed@ pod@ dates@ long@ long@ dates@ flattr@ event@ preferences@ feed@ media@ player@ feed@ gpodnet@ player@ download@ playback@ db@ download@ feed@ update@ notifications@ playable@ playback@ playback@ texts@ log@ feed@ feed@ feed@ feed@ long@ long],[preferences]
fe92c98661e3b0817aed2c26dee258b0a572dd5e,0,1,5,[about@ audioplayer@ import@ main@ mediaplayer@ videoplayer@ action@ player@ item@ preference@ player@ flattr@ event@ preferences@ feed@ media@ player@ feed@ gpodnet@ player@ download@ playback@ db@ download@ feed@ update@ notifications@ playable@ playback@ playback],[pod@ feed@ feed@ feed@ feed@ pod@ dates@ long@ long@ dates@ download@ texts@ log@ feed@ feed@ feed@ feed@ long@ long]
cd0d23d2606c35d783457f2a945f539382018285,0,0,0,[audioplayer@ feed@ feed@ import@ main@ mediaplayer@ preference@ videoplayer@ action@ episodes@ playback@ downloads@ episodes@ player@ item@ itemlist@ queue@ subscription@ feed@ preference@ preference@ player@ video@ flattr@ event@ feed@ preferences@ feed@ media@ player@ feed@ gpodnet@ player@ download@ psmp@ playback@ db@ db@ download@ atom@ feed@ feed@ generator@ permutor@ queue@ shares@ update@ notifications@ picture@ picture@ playable@ playback@ playback],[about]
39a462431fb291fe597f0edf93ce3548ec0a9ff2,0,1,1,[queue@ preference@ download],[audioplayer@ import@ main@ mediaplayer@ videoplayer@ action@ player@ item@ player@ flattr@ event@ preferences@ feed@ media@ player@ feed@ gpodnet@ player@ download@ playback@ db@ download@ feed@ update@ notifications@ playable@ playback@ playback]
03b20790870731c6b797fd494339d4f33288f75a,0,0,0,[],[preference]
ed4b7dd96f726cecd51765281d159e0e6d87366c,0,0,0,[],[]
48294a9f1827b49d128209e865477baba0113bed,0,0,0,[mediaplayer@ preference@ episodes@ item@ queue@ feed@ preference@ preference@ feed@ psmp@ playback@ db@ feed@ permutor@ queue@ shares],[]
407f92be12e1e69a4de51c228153d697782195fd,1,1,10,[audioplayer@ import@ main@ mediaplayer@ videoplayer@ action@ episodes@ player@ item@ queue@ player@ flattr@ event@ preferences@ feed@ media@ player@ feed@ gpodnet@ player@ download@ playback@ db@ download@ feed@ notifications@ update@ playable@ playback@ playback],[mediaplayer@ preference@ episodes@ item@ feed@ preference@ preference@ feed@ psmp@ playback@ db@ feed@ shares]
f6faca95c0786b973ba3a218934211c33ad467d0,0,0,0,[mediaplayer@ episodes@ item@ feed@ feed@ psmp@ playback@ db@ feed@ shares],[preference@ preference@ preference]
b156458d832e54420627b28662d347b774c3e109,0,1,2,[feed@ feed@ main@ mediaplayer@ preference@ videoplayer@ episodes@ playback@ downloads@ episodes@ player@ item@ itemlist@ queue@ subscription@ feed@ preference@ preference@ video@ feed@ preferences@ psmp@ playback@ db@ atom@ feed@ generator@ permutor@ queue@ shares@ picture@ picture],[playback]
930330fbb46a25a7f1d6bce754836efb6f6cbfee,0,0,0,[mediaplayer@ episodes@ item@ feed@ feed@ feed@ shares],[psmp@ db]
121f1d9d792e2682c847cf16855fc9a8d75e7152,0,1,2,[mediaplayer@ episodes@ item@ feed@ feed@ shares],[feed]
e04e53782915ce8b89e8e8aa649429fc660888df,0,0,0,[mediaplayer@ feed@ feed@ shares],[episodes@ item]
dacd7787bc9b6224a07e063b9ede8c9d472f29ee,0,0,0,[queue@ db@ permutor@ queue],[mediaplayer@ feed@ feed@ shares]
e9695a426f8b07bf7a70e36014aead6fb1da8e64,0,0,0,[main@ player@ subscription],[preference@ preference@ preference@ preferences]
e12751986b57f86509766fd999974110f2e5b54c,0,0,0,[feed@ feed@ feed@ flattr@ main@ mediaplayer@ videoplayer@ playback@ downloads@ download@ episodes@ player@ item@ item@ itemlist@ queue@ subscription@ preference@ video@ feed@ feed@ preferences@ download@ psmp@ playback@ db@ atom@ generator@ picture@ picture],[]
56aa64725c5beb1fed1951826b91f8632b42cf92,1,1,2,[preference@ preference],[feed@ feed@ mediaplayer@ videoplayer@ playback@ downloads@ episodes@ player@ itemlist@ preference@ video@ preferences@ playback@ atom@ generator@ picture@ picture]
a4a7c9ebb924cbe6856d9fb1d5b4b94cbfb0d1b4,0,0,0,[main@ subscription],[player]
